 DateTime ,jck_qu ,jck_fb ,jck_af ,jck_qd
2024-09-20,537.45,6761.59,662686,1390
2024-09-21,412.42,6761.51,660747,1390
2024-09-22,411.92,6761.43,658807,1390
2024-09-23,173.95,6761.33,656395,1390
2024-09-24,476.44,6761.27,654940,1210
2024-09-25,426.96,6761.23,653970,916
2024-09-26,188.96,6761.19,653000,678
2024-09-27,254.98,6761.17,652516,499
2024-09-28,335.46,6761.16,652267,461
2024-09-29,96.5,6761.13,651546,460
2024-09-30,90.45,6761.1,650813,460
