DateTime ,time,jck_mm ,jck_mx ,jck_mn ,jck_sp ,jck_pp,Notes
2024-03-21,12:00:00,32.86,45,23.9,11.35,0.23,
2024-03-22,12:00:00,34.14,45,25.2,11.34,0,
2024-03-23,12:00:00,34.92,43.2,28,11.5,0.18,
2024-03-24,12:00:00,28.31,31.7,20.6,11.43,0.1,
2024-03-25,12:00:00,19.82,31.9,6.3,11.61,0.09,
2024-03-26,12:00:00,19.89,34.3,2.7,11.61,0.03,
2024-03-27,12:00:00,28.32,36.9,20.4,11.63,0.12,
2024-03-28,12:00:00,30.33,34.5,27.2,11.87,0.25,
2024-03-29,12:00:00,26.69,39.2,12.2,12.07,0,
2024-03-30,12:00:00,24.2,36,10.9,12.13,0.08,
2024-03-31,12:00:00,30.02,36.2,26,12.64,0.58,
2024-04-01,12:00:00,30.25,42.4,20.1,12.86,0.05,
2024-04-02,12:00:00,29.58,48.5,12.3,12.94,0,
2024-04-03,12:00:00,34.57,54,16.6,13.13,0,
2024-04-04,12:00:00,37.91,55.2,24.7,12.71,0,
2024-04-05,12:00:00,37.64,55.2,26.9,12.45,0.16,
2024-04-06,12:00:00,26.44,30.7,22.1,12.46,0.02,
2024-04-07,12:00:00,28.95,36,22.6,12.42,0.03,
2024-04-08,12:00:00,28.96,36,22.9,12.26,0.03,
2024-04-09,12:00:00,31.46,43.3,20.8,11.95,0,
2024-04-10,12:00:00,35.69,45.7,26.4,11.59,0.01,
2024-04-11,12:00:00,33.64,51.7,18.2,11.18,0,
2024-04-12,12:00:00,40.23,61.4,23.9,10.68,0,
2024-04-13,12:00:00,41.3,63,24.2,10.23,0,
2024-04-14,12:00:00,40.79,61.2,23.1,9.63,0,
2024-04-15,12:00:00,39.13,49,30.7,9.33,0.11,
2024-04-16,12:00:00,37.74,48.4,28.5,9.04,0.04,
2024-04-17,12:00:00,29.94,39.5,20.3,8.92,0.14,
2024-04-18,12:00:00,23.21,39.8,7,8.95,0,
2024-04-19,12:00:00,28.77,46.6,13.2,8.69,0,
2024-04-20,12:00:00,32.29,49.3,16.5,8.51,0,
2024-04-21,12:00:00,38.12,56.2,19.7,8.16,0,
2024-04-22,12:00:00,39.58,52.3,26,7.79,0,
2024-04-23,12:00:00,38.19,60,19.7,7.11,0,
2024-04-24,12:00:00,40.33,60.8,23.3,6.48,0,
2024-04-25,12:00:00,39.5,51.4,32.4,6.09,0.03,
2024-04-26,12:00:00,38.94,50.1,30.6,5.33,0.24,
2024-04-27,12:00:00,39.59,48.3,34.2,4.93,0.09,
2024-04-28,12:00:00,37.78,47.7,31.2,4.23,0.02,
2024-04-29,12:00:00,34.74,45.2,25.9,3.91,0.13,
2024-04-30,12:00:00,32.87,40.9,27.1,3.69,0.07,
2024-05-01,12:00:00,27.55,32.2,23.8,3.73,0.15,
2024-05-02,12:00:00,29.35,40.4,17.1,3.59,0.01,
2024-05-03,12:00:00,33.01,41.5,27.1,3.46,0.12,
2024-05-04,12:00:00,37.12,56.7,19.6,2.49,0,
2024-05-05,12:00:00,40.63,48.1,32.6,2.16,0.63,
2024-05-06,12:00:00,33.46,38.9,30.8,1.88,0.08,
2024-05-07,12:00:00,31.66,36.2,28.9,1.75,0.12,
2024-05-08,12:00:00,35.07,42.2,28.7,1.33,0,
2024-05-09,12:00:00,40.19,53.4,28.5,0.19,0,
2024-05-10,12:00:00,42.64,59.6,29.4,0.12,0,
2024-05-11,12:00:00,44.68,64.2,27.6,0.11,0,
2024-05-12,12:00:00,47.31,65.8,29.6,0.09,0,
2024-05-13,12:00:00,46.16,63.5,32.6,0.09,0.06,
2024-05-14,12:00:00,40.96,47.1,34.7,0.26,0.32,
2024-05-15,12:00:00,43.35,58.7,31.2,0.09,0,
2024-05-16,12:00:00,48.4,64.4,31.6,0.06,0,
2024-05-17,12:00:00,50.39,58.4,34.8,0.06,0,
2024-05-18,12:00:00,43.8,58.4,27.6,0.08,0,
2024-05-19,12:00:00,44.93,50.8,30.7,0.09,0,
2024-05-20,12:00:00,36.41,46.4,25,0.17,0,
2024-05-21,12:00:00,38.4,47.2,31.7,0.09,0,
2024-05-22,12:00:00,38.15,45.4,28.9,0.19,0.28,
2024-05-23,12:00:00,32.57,39.6,27.6,0.19,0.13,
2024-05-24,12:00:00,40.97,53.5,29.2,0.1,0,
2024-05-25,12:00:00,41.42,50.5,31,0.16,0.03,
2024-05-26,12:00:00,46.47,55.2,38,0.09,0,
2024-05-27,12:00:00,48.67,64,34.3,0.07,0,
2024-05-28,12:00:00,51.77,70.8,30.1,0.04,0,
2024-05-29,12:00:00,48.94,55.8,41.7,0.07,0.1,
2024-05-30,12:00:00,44.01,54,34.1,0.06,0,
2024-05-31,12:00:00,44.4,60.3,28.2,0.07,0,
2024-06-01,12:00:00,49.46,66.5,30.1,0.06,0,
2024-06-02,12:00:00,55.25,62,44.2,0.06,0.01,
2024-06-03,12:00:00,51.6,56.9,48.6,0.06,0.35,
2024-06-04,12:00:00,53.65,61.7,44,0.05,0.01,
2024-06-05,12:00:00,58.43,70.9,42.2,0.03,0,
2024-06-06,12:00:00,58.55,76.4,39.9,-0.02,0,
2024-06-07,12:00:00,57.97,76.6,43.4,0.04,0.09,
2024-06-08,12:00:00,58.62,75.1,43,-0.01,0.03,
2024-06-09,12:00:00,57.64,76.1,44.4,0.02,0.16,
2024-06-10,12:00:00,56.96,68.7,45.4,0.01,0,
2024-06-11,12:00:00,58.04,72.6,39.9,-0.01,0,
2024-06-12,12:00:00,63.58,74.8,43.7,0,0,
2024-06-13,12:00:00,59.63,79.1,38.7,0.01,0,
2024-06-14,12:00:00,64.18,76.5,51.3,0,0,
2024-06-15,12:00:00,59.19,68.2,46.4,0.01,0,
2024-06-16,12:00:00,54.77,63.6,48.1,0.03,0,
2024-06-17,12:00:00,45.41,53.4,32.2,0.06,0.04,
2024-06-18,12:00:00,40.23,52.6,31.1,0.03,0.01,
2024-06-19,12:00:00,46.33,65.5,27.2,0.06,0,
2024-06-20,12:00:00,54.17,73.1,32.5,0.06,0,
2024-06-21,12:00:00,61.41,75.7,45.2,0.05,0,
2024-06-22,12:00:00,61.42,78.6,41.5,0.04,0,
2024-06-23,12:00:00,64.6,82.4,43.2,0,0,
2024-06-24,12:00:00,64.54,78.7,45.1,0.02,0,
2024-06-25,12:00:00,62.13,80.6,41.9,0.01,0,
2024-06-26,12:00:00,60.91,74.2,46,0.03,0,
2024-06-27,12:00:00,62.94,69.4,49.9,0.04,0,
2024-06-28,12:00:00,53.02,66.5,34.3,0.08,0,
2024-06-29,12:00:00,58.02,78.4,36.9,0.06,0,
2024-06-30,12:00:00,65.19,82.2,46.8,0.02,0,
2024-07-01,12:00:00,54.92,65.1,43.2,0.04,0.48,
2024-07-02,12:00:00,52.52,65.4,42.3,0.04,0.04,
2024-07-03,12:00:00,51.26,63,36.5,0.04,0,
2024-07-04,12:00:00,51.84,66.4,35.4,0.04,0,
2024-07-05,12:00:00,55.31,72.2,36.3,0.02,0,
2024-07-06,12:00:00,57.44,73,38.5,0.03,0,
2024-07-07,12:00:00,58.59,73,42.2,0.02,0,
2024-07-08,12:00:00,59.84,79.3,40.3,0.01,0,
2024-07-09,12:00:00,63.53,84.1,43.2,0.01,0,
2024-07-10,12:00:00,66.36,87.4,46.2,-0.03,0,
2024-07-11,12:00:00,67.26,86.7,46.3,-0.03,0,
2024-07-12,12:00:00,67.08,87.3,46.3,-0.02,0,
2024-07-13,12:00:00,66.38,86.8,45,-0.02,0,
2024-07-14,12:00:00,62.4,81.8,48.2,0.01,0,
2024-07-15,12:00:00,62.03,77,51.1,-0.02,0.01,
2024-07-16,12:00:00,62.29,80.8,48,0.02,0,
2024-07-17,12:00:00,61.35,82.4,43.7,-0.02,0,
2024-07-18,12:00:00,65.79,85.7,46.2,-0.05,0.03,
2024-07-19,12:00:00,65.94,85.2,47.3,-0.04,0.02,
2024-07-20,12:00:00,64.16,81,48,-0.04,0,
2024-07-21,12:00:00,62.74,80.9,44.3,0,0,
2024-07-22,12:00:00,64.18,85.1,45.8,-0.05,0,
2024-07-23,12:00:00,66.93,86.3,48.6,-0.04,0,
2024-07-24,12:00:00,67.17,88.8,47.5,-0.06,0,
2024-07-25,12:00:00,66.51,81.1,53.4,-0.06,0.02,
2024-07-26,12:00:00,64.23,76.5,50.7,-0.02,0,
2024-07-27,12:00:00,56.17,72.3,41.2,-0.01,0.04,
2024-07-28,12:00:00,58.13,74.8,42.1,-0.02,0,
2024-07-29,12:00:00,59.84,78,41.5,-0.03,0,
2024-07-30,12:00:00,55.9,69.9,42.7,0,0.02,
2024-07-31,12:00:00,59.08,77.2,41.6,-0.03,0,
2024-08-01,12:00:00,63.32,87,40.5,0.01,0,
2024-08-02,12:00:00,66.39,89.1,43.4,-0.06,0,
2024-08-03,12:00:00,68.34,88.2,46.3,-0.07,0,
2024-08-04,12:00:00,67.47,79.8,54.3,-0.04,0,
2024-08-05,12:00:00,66.25,86.3,46.1,-0.08,0,
2024-08-06,12:00:00,66.14,83.4,48.3,-0.09,0,
2024-08-07,12:00:00,62.53,78.8,44.8,-0.04,0,
2024-08-08,12:00:00,62.69,75.9,51.4,-0.03,0,
2024-08-09,12:00:00,63.64,74.3,54.7,-0.03,0,
2024-08-10,12:00:00,59.06,70,48.1,-0.01,0.02,
2024-08-11,12:00:00,60.09,75.6,45.1,-0.01,0,
2024-08-12,12:00:00,60.48,75.3,51.5,-0.04,0.04,
2024-08-13,12:00:00,52.84,61.3,44.5,-0.02,0.25,
2024-08-14,12:00:00,51.16,67.6,40.9,-0.02,0,
2024-08-15,12:00:00,52.55,74.6,36.6,-0.01,0.03,
2024-08-16,12:00:00,58.32,75.8,43,-0.04,0,
2024-08-17,12:00:00,60.6,82.2,39.2,-0.08,0,
2024-08-18,12:00:00,63.49,83.1,48.1,-0.07,0.33,
2024-08-19,12:00:00,59.71,75.4,49.6,-0.07,0.08,
2024-08-20,12:00:00,64.19,82.2,46.1,-0.09,0.01,
2024-08-21,12:00:00,59.59,76.5,41.8,-0.07,0,
2024-08-22,12:00:00,59.38,80.6,36.9,-0.05,0,
2024-08-23,12:00:00,60.42,76.6,46.3,-0.07,0,
2024-08-24,12:00:00,59.03,76,42,-0.05,0,
2024-08-25,12:00:00,55.94,71.8,44.4,-0.07,0.02,
2024-08-26,12:00:00,50.77,65.9,41.9,-0.07,0.08,
2024-08-27,12:00:00,55.06,74.5,35.6,-0.05,0,
2024-08-28,12:00:00,58.27,66,41.7,-0.09,0,
2024-08-29,12:00:00,50.27,72.5,29.8,-0.03,0,
2024-08-30,12:00:00,55.24,79.2,34.9,-0.06,0,
2024-08-31,12:00:00,59.24,86.8,35.3,-0.02,0,
2024-09-01,12:00:00,61.49,84.1,40.4,-0.08,0,
2024-09-02,12:00:00,59.12,81.3,38.3,-0.06,0,
2024-09-03,12:00:00,57.6,70.4,47,-0.04,0.19,
2024-09-04,12:00:00,53.77,71.5,38.5,-0.05,0,
2024-09-05,12:00:00,55.87,78.4,38.7,-0.02,0.01,
2024-09-06,12:00:00,57.25,80.3,38,-0.08,0,
2024-09-07,12:00:00,56.89,81.4,36,-0.08,0,
2024-09-08,12:00:00,56.41,81.6,37.2,-0.06,0,
2024-09-09,12:00:00,56.94,77.2,38.7,-0.07,0,
2024-09-10,12:00:00,57.07,77.2,37,-0.05,0,
2024-09-11,12:00:00,53.44,63.8,45.6,-0.04,0.63,
2024-09-12,12:00:00,44.65,49.9,40.3,-0.04,0.11,
2024-09-13,12:00:00,47.06,59.8,39.1,-0.08,0.01,
2024-09-14,12:00:00,47.5,70,31.2,-0.07,0,
2024-09-15,12:00:00,53.08,75.5,33.1,-0.04,0,
2024-09-16,12:00:00,56.4,70.3,42.6,-0.1,0.01,
2024-09-17,12:00:00,41.23,47.1,37.5,-0.03,0.76,
2024-09-18,12:00:00,43.9,48.2,38.8,-0.05,0.39,
2024-09-19,12:00:00,46.63,62.3,37.8,-0.09,0,
2024-09-20,12:00:00,47.29,64,33.4,-0.04,0,
2024-09-21,12:00:00,49.47,67.2,34.1,-0.06,0,
2024-09-22,12:00:00,48.28,68.8,32.3,-0.11,0,
2024-09-23,12:00:00,46.92,64.3,33.1,-0.08,0,
2024-09-24,12:00:00,50.89,76.9,34.3,-0.04,0,
2024-09-25,12:00:00,55.66,79,37,-0.07,0,
2024-09-26,12:00:00,53.55,72.4,36.4,-0.05,0,
2024-09-27,12:00:00,51.45,80.4,32.4,-0.06,0,
2024-09-28,12:00:00,52.06,79,33.6,-0.08,0,
2024-09-29,12:00:00,56.46,76.7,35.2,-0.03,0,
2024-09-30,12:00:00,51.77,62.1,36.4,-0.13,0,
