DateTime ,jck_mm ,jck_mx ,jck_mn ,jck_sp ,jck_pp,Notes
2023-05-24,49.9,62.8,42.4,-0.36,0.18,
2023-05-25,48.4,61.9,36.8,-0.36,0.01,
2023-05-26,48.49,58,37.5,-0.38,0,
2023-05-27,44.76,56.2,36,-0.41,0.06,
2023-05-28,46.61,58.8,35.8,-0.4,0.04,
2023-05-29,48.65,63.3,40.6,-0.38,0.09,
2023-05-30,47.7,64.5,35.1,-0.37,0.01,
2023-05-31,50.7,67.7,37.3,-0.4,0,
2023-06-01,49.02,62.4,35.7,-0.35,0.01,
2023-06-02,49.89,58,44.6,-0.29,0.11,
2023-06-03,50.13,61.4,43.7,-0.35,0.09,
2023-06-04,53.31,65.4,42.5,-0.46,0,
2023-06-05,56.55,72.5,40.1,-0.53,0.01,
2023-06-06,55.2,72.4,40,-0.51,0,
2023-06-07,53.94,70.5,39.9,-0.49,0.12,
2023-06-08,51.75,61.2,45.8,-0.33,0.09,
2023-06-09,52.51,67.9,38.2,-0.51,0,
2023-06-10,53.19,66.3,42.1,-0.45,0,
2023-06-11,52.13,66.2,44.3,-0.38,0.01,
2023-06-12,51.98,66,44.5,-0.3,0.42,
2023-06-13,50.8,63.2,42.6,-0.33,0.01,
2023-06-14,53.1,64.3,43.9,-0.35,0.12,
2023-06-15,48.69,60.2,36.5,-0.35,0,
2023-06-16,49.46,61.7,40.5,-0.39,0.1,
2023-06-17,49.26,60.6,36.8,-0.39,0,
2023-06-18,49.74,57.5,45.4,-0.39,0.53,
2023-06-19,45.66,51,41.4,-0.41,0.54,
2023-06-20,43.02,56.1,37.1,-0.44,0.18,
2023-06-21,45.23,62,31,-0.4,0,
2023-06-22,50.94,70.2,30.3,-0.52,0,
2023-06-23,45.98,54.9,39.7,-0.41,0.32,
2023-06-24,50.32,65.2,38.1,-0.32,0,
2023-06-25,53.79,71.7,38.7,-0.51,0.02,
2023-06-26,51.87,71.1,39.1,-0.39,0,
2023-06-27,50.49,68.4,40.6,-0.35,0.01,
2023-06-28,50.53,67.4,37.4,-0.37,0.12,
2023-06-29,53.81,71.4,37.3,-0.51,0,
2023-06-30,57.01,74.5,39.6,-0.52,0,
2023-07-01,56.94,76.3,43.2,-0.5,0.06,
2023-07-02,57.61,76.4,40,-0.52,0,
2023-07-03,59.67,76.8,40.3,-0.52,0.03,
2023-07-04,57.73,71.1,43.2,-0.51,0,
2023-07-05,55.67,72.5,38.4,-0.49,0,
2023-07-06,55.73,72.6,37.8,-0.49,0,
2023-07-07,56.78,75.5,39.2,-0.46,0.04,
2023-07-08,58.26,73,47.5,-0.49,0.21,
2023-07-09,59.55,78,41.9,-0.5,0.01,
2023-07-10,63.17,81.2,43.9,-0.51,0,
2023-07-11,64.97,76.9,50.6,-0.5,0,
2023-07-12,59.51,77.4,39.4,-0.48,0,
2023-07-13,61,76.4,40.1,-0.5,0,
2023-07-14,62.09,75,46.9,-0.47,0,
2023-07-15,61.08,77.1,44.1,-0.47,0,
2023-07-16,63.06,84,42.1,-0.48,0,
2023-07-17,65.05,80.9,45.2,-0.48,0,
2023-07-18,69.3,80.5,51.6,-0.47,0,
2023-07-19,63.17,80.2,45.3,-0.47,0,
2023-07-20,63.78,80.4,45.8,-0.5,0,
2023-07-21,64.17,82.8,47.3,-0.48,0.02,
2023-07-22,64.85,85.1,44.2,-0.49,0,
2023-07-23,65.11,90.1,45,-0.48,0.12,
2023-07-24,64.46,79.8,50.3,-0.49,0.41,
2023-07-25,61.73,78,50.2,-0.5,0.03,
2023-07-26,61.68,79.8,40.8,-0.51,0,
2023-07-27,63.38,78.6,52.7,-0.5,0.07,
2023-07-28,63.38,81.4,43.6,-0.5,0,
2023-07-29,64.74,87.3,44.6,-0.51,0,
2023-07-30,65.54,85.2,46,-0.52,0,
2023-07-31,63.61,82.5,48.6,-0.54,0,
2023-08-01,63.8,82.3,47.3,-0.53,0,
2023-08-02,57.38,62.2,52.9,-0.38,0.13,
2023-08-03,56.46,66.9,52.2,-0.4,0.61,
2023-08-04,53.79,57.6,51.4,-0.47,1.1,
2023-08-05,55.45,69.8,46.9,-0.42,0.01,
2023-08-06,52.67,65.7,43.9,-0.46,0.18,
2023-08-07,51.11,64.2,40.3,-0.42,0.06,
2023-08-08,51.11,60.5,45.9,-0.46,0.24,
2023-08-09,54.41,71.1,40.2,-0.49,0.01,
2023-08-10,60.24,72.4,46.9,-0.57,0.03,
2023-08-11,59.28,75.7,42.9,-0.55,0,
2023-08-12,59.44,76.1,42.3,-0.56,0,
2023-08-13,59.59,74.2,44.3,-0.53,0,
2023-08-14,59.67,83.9,41.4,-0.54,0,
2023-08-15,62.41,86.1,43,-0.54,0,
2023-08-16,63.91,85.1,46.1,-0.55,0,
2023-08-17,63.97,86.8,46.7,-0.55,0.03,
2023-08-18,65.62,78.7,53,-0.56,0,
2023-08-19,59.2,72.3,48.2,-0.55,0,
2023-08-20,55.79,59.2,51.7,-0.42,0.34,
2023-08-21,59.29,75.2,53.1,-0.53,0.14,
2023-08-22,57.81,70,49.5,-0.5,0.08,
2023-08-23,56.95,72.3,45.6,-0.54,0.01,
2023-08-24,57.36,76.3,42.1,-0.53,0,
2023-08-25,59.4,75.5,43.5,-0.56,0.01,
2023-08-26,61.25,75.4,48.1,-0.55,0,
2023-08-27,57.72,72.7,47.7,-0.53,0.02,
2023-08-28,56.98,79.8,41.3,-0.52,0,
2023-08-29,61.09,81,41.6,-0.53,0,
2023-08-30,61.9,70.4,48.5,-0.49,0,
2023-08-31,53.41,75.8,32.4,-0.48,0,
2023-09-01,59.92,75.6,45.6,-0.48,0,
2023-09-02,55.67,71.5,43.8,-0.4,0,
2023-09-03,52.29,64.2,43.5,-0.34,0.58,
2023-09-04,48.83,53.2,45.9,-0.43,0.32,
2023-09-05,51.53,62.2,45.2,-0.42,0.01,
2023-09-06,52.34,70,38.3,-0.36,0.08,
2023-09-07,53.58,70.1,40.9,-0.49,0,
2023-09-08,55.57,72.3,42.2,-0.49,0,
2023-09-09,54.5,71.8,40.3,-0.5,0,
2023-09-10,51.79,69,39.4,-0.33,0.01,
2023-09-11,52.48,72.1,36.8,-0.37,0,
2023-09-12,52.34,74.2,37.1,-0.4,0,
2023-09-13,48.6,66.6,39.4,-0.39,0.05,
2023-09-14,49.88,66.3,36.6,-0.35,0,
2023-09-15,50.67,71.2,35.3,-0.33,0,
2023-09-16,50.07,72.3,32.8,-0.33,0,
2023-09-17,50.65,71.1,33.3,-0.28,0,
2023-09-18,51.25,69.9,35.3,-0.32,0,
2023-09-19,53.18,67.8,37.2,-0.4,0,
2023-09-20,48.01,61.9,35,-0.37,0.56,
2023-09-21,42.51,50.4,35.8,-0.44,0.72,
2023-09-22,38.92,44.9,35.4,-0.42,0.18,
2023-09-23,42.92,55.4,35,-0.41,0,
2023-09-24,43.03,64.2,30,-0.42,0,
2023-09-25,48.22,71.2,31.9,-0.36,0,
2023-09-26,49.53,72.8,31.6,-0.38,0,
2023-09-27,49.68,70.3,32,-0.42,0,
2023-09-28,45.22,60.2,31.5,-0.34,0,
2023-09-29,45.54,65.7,30.3,-0.32,0,
2023-09-30,50.91,68.6,34.5,-0.28,0,
2023-10-01,48.28,59.4,36.2,-0.36,0.08,
2023-10-02,39.19,48,32.8,-0.4,0.27,
2023-10-03,40.07,46.1,36.3,-0.42,0.23,
2023-10-04,40.93,47.2,36,-0.42,0.08,
2023-10-05,45.59,54,37.7,-0.42,0,
2023-10-06,45.8,64.1,32.7,-0.4,0,
2023-10-07,43.05,65.5,28.8,-0.39,0,
2023-10-08,43.66,67.5,29.9,-0.4,0,
2023-10-09,43.68,66.2,29.7,-0.39,0,
2023-10-10,44.11,62.3,30.3,-0.38,0.06,
2023-10-11,40.56,45.2,36.5,-0.4,0.05,
2023-10-12,38.45,46.4,32.1,-0.28,0.13,
2023-10-13,37.33,50,27.1,-0.02,0,
2023-10-14,39.09,50.1,31.8,0.04,0,
2023-10-15,39.25,58.3,27.4,-0.01,0.01,
2023-10-16,41.78,64.3,28.6,0,0,
2023-10-17,45.78,61,30.4,0.05,0,
2023-10-18,44.95,63.4,31.6,0.04,0,
2023-10-19,41.61,66.4,27.8,0.04,0,
2023-10-20,42.62,66.4,28.2,0.05,0,
2023-10-21,41.39,63.6,29,0.05,0,
2023-10-22,40.85,59,27.6,0.06,0,
2023-10-23,39.77,44.3,34.4,0.17,0.11,
2023-10-24,40.04,51.2,31.4,0.17,0.06,
2023-10-25,38.24,43.8,31.5,0.39,0.65,
2023-10-26,28.72,33.2,22.5,0.25,0.2,
2023-10-27,25.01,31.9,19.7,0.24,0.02,
2023-10-28,22.64,29.8,15.6,0.25,0.02,
2023-10-29,16.71,28.8,7.1,0.2,0,
2023-10-30,18.18,33.8,7,0.26,0,
2023-10-31,22.04,38.4,11.1,0.3,0,
2023-11-01,26.66,43.3,17.9,0.33,0,
2023-11-02,31.28,36.8,25.8,0.56,0.46,
2023-11-03,37.86,47.5,32.9,0.37,0.11,
2023-11-04,35.16,48.6,26.4,0.28,0,
2023-11-05,40.13,48,35,0.17,0.68,
2023-11-06,38.01,44.8,33.2,0.14,0.32,
2023-11-07,33.74,39.7,27.4,0.22,0.02,
2023-11-08,30.16,37.4,23.7,0.11,0,
2023-11-09,25.62,38.7,17.4,0.15,0,
2023-11-10,25.86,38.5,14.6,0.17,0,
2023-11-11,35.06,42.5,26.7,0.28,0,
2023-11-12,33.42,48.6,21.4,0.31,0,
2023-11-13,33.41,53.3,19.9,0.19,0,
2023-11-14,34.61,49.9,20.4,0.21,0,
2023-11-15,36.81,53.1,23.8,0.2,0,
2023-11-16,38.99,48,25.3,0.29,0,
2023-11-17,28.55,45.8,20.3,0.17,0,
2023-11-18,26.39,37.1,18,0.31,0,
2023-11-19,32.72,38.9,27.6,0.35,0.01,
2023-11-20,28.5,32.2,19.2,0.24,0,
2023-11-21,23.26,38.2,13.4,0.19,0,
2023-11-22,26.92,39.9,15,0.16,0,
2023-11-23,29.83,32.1,26.8,0.34,0.03,
2023-11-24,23.29,27.9,19.5,0.31,0,
2023-11-25,18.14,31.3,6.8,0.19,0,
2023-11-26,14.56,24.7,6.3,0.18,0,
2023-11-27,16.7,28.3,8.4,0.11,0,
2023-11-28,16.37,31.8,7.6,0.09,0,
2023-11-29,15.51,29.3,6.2,0.09,0,
2023-11-30,19.08,28.3,10.1,0.17,0,
2023-12-01,22.38,27.1,19.5,0.32,0.17,
2023-12-02,22.52,27.3,19.1,1.03,0.7,
2023-12-03,23.32,27.9,15,1.23,0.16,
2023-12-04,33.75,39.2,27.8,1.29,0.06,
2023-12-05,32.01,40.2,25.1,1.25,0.02,
2023-12-06,26.75,35.6,23.1,1.14,0,
2023-12-07,27.68,32.2,23.1,1.63,0.41,
2023-12-08,21.95,26.5,17.1,1.85,0.16,
2023-12-09,14.36,24.6,7.5,1.83,0.01,
2023-12-10,18.09,24,9.3,2.04,0.09,
2023-12-11,23.62,33,18.6,1.99,0.02,
2023-12-12,22.47,32.6,11.2,1.93,0.01,
2023-12-13,14.06,29.4,2.5,1.91,0,
2023-12-14,12.78,27.7,3.5,1.94,0,
2023-12-15,14.56,28.7,5.9,1.94,0,
2023-12-16,13.4,25.2,7.1,1.92,0,
2023-12-17,12.18,25.4,2.4,1.91,0,
2023-12-18,11.71,26.2,0.9,2,0,
2023-12-19,20.87,33.9,12.2,2,0,
2023-12-20,25.98,31.7,16.6,1.99,0.02,
2023-12-21,31.41,37.1,28,2.03,0.04,
2023-12-22,27.79,31.2,24,2.07,0.01,
2023-12-23,24.63,29.4,18.6,2.2,0.04,
2023-12-24,11.52,24.3,-2.2,1.98,0,
2023-12-25,0.61,16.7,-6.4,1.97,0.01,
2023-12-26,0.96,16.5,-12.9,2.07,0,
2023-12-27,4.21,22.7,-7.3,2.02,0,
2023-12-28,10.58,27.7,-2.1,2.07,0,
2023-12-29,8.18,22.4,-2.1,2.09,0,
2023-12-30,12.04,27.2,-1.7,2.19,0,
2023-12-31,20.19,32.6,7.9,2.09,0,
2024-01-01,10.45,30,-1.3,2.09,0.01,
2024-01-02,7.1,24.6,-3.9,2.07,0,
2024-01-03,6.66,25.7,-5.9,2.14,0,
2024-01-04,17.28,28.1,6.8,2.23,0.01,
2024-01-05,19.31,28,7.8,2.14,0.01,
2024-01-06,11.31,22.5,-1.4,2.24,0.01,
2024-01-07,15.15,24,7,2.23,0.02,
2024-01-08,4.83,18,-8.4,2.16,0,
2024-01-09,13.18,19.4,2.2,2.71,0.45,
2024-01-10,15.44,19.1,11,2.85,0.19,
2024-01-11,9.47,14.8,2.1,3,0.14,
2024-01-12,10.72,16,1.7,3.13,0.16,
2024-01-13,-4.76,4.6,-17.9,3.13,0.05,
2024-01-14,4.51,14.2,-9.9,3.32,0.08,
2024-01-15,-1.38,12.3,-16.3,3.08,0,
2024-01-16,-4.77,9.6,-18.2,3.22,0,
2024-01-17,14.36,27.7,-2.6,4.2,0.84,
2024-01-18,26.27,31.9,21.3,4.3,0.13,
2024-01-19,24.68,30.6,18.4,4.26,0.01,
2024-01-20,28.79,32.4,24.6,4.31,0.05,
2024-01-21,31.78,35.7,27.6,4.3,0.03,
2024-01-22,30.47,37.2,25,4.29,0,
2024-01-23,27.59,34.7,20.2,4.38,0.06,
2024-01-24,27.64,34.9,19.9,4.33,0,
2024-01-25,25.82,32.7,19.9,4.35,0.02,
2024-01-26,23.89,33.3,9.3,4.4,0.01,
2024-01-27,16.11,28.1,0,4.39,0,
2024-01-28,28.69,35,23.9,4.41,0.02,
2024-01-29,31.89,42.3,22.5,4.43,0,
2024-01-30,26.73,39.5,16.2,4.37,0,
2024-01-31,19.46,35,11.2,4.34,0.01,
2024-02-01,16.68,33,1.7,4.54,0,
2024-02-02,28.18,38.1,17.8,4.49,0.02,
2024-02-03,28.32,30.2,25.5,4.78,0.35,
2024-02-04,23.7,31.9,10.8,4.98,0.12,
2024-02-05,24.56,29.7,12.1,5.56,0.67,
2024-02-06,30.53,37.5,26.1,5.76,0.26,
2024-02-07,31.42,39.4,25.5,5.95,0.2,
2024-02-08,23.74,31.6,11.9,5.91,0,
2024-02-09,14.34,26.4,2.5,5.98,0.01,
2024-02-10,8.47,24.6,-5.1,5.89,0,
2024-02-11,11.74,26.6,-4.3,6.04,0.01,
2024-02-12,20.78,27.8,13.3,6.08,0.09,
2024-02-13,25.42,31.6,21.4,6.42,0.3,
2024-02-14,24.23,30.1,17.9,6.71,0.18,
2024-02-15,28.33,32.6,24.1,7.26,0.75,
2024-02-16,20.93,27,-1.2,7.88,0.76,
2024-02-17,-1.25,18.5,-18.2,7.79,0,
2024-02-18,7.46,20.9,-10.8,8.08,0.1,
2024-02-19,23.44,33,8.9,8.07,0.09,
2024-02-20,28.61,38.1,19.6,8.12,0.01,
2024-02-21,24.46,36.1,15.9,8.11,0,
2024-02-22,26.69,35.3,20.4,8.19,0.06,
2024-02-23,22.74,35.5,7.4,8.28,0,
2024-02-24,22.76,41.5,1.6,8.32,0,
2024-02-25,35.77,41.5,26.4,8.22,0,
2024-02-26,31.31,37.9,21.4,8.68,0.47,
2024-02-27,13.82,20.8,6.2,8.74,0.12,
2024-02-28,17.37,26,7.3,8.97,0.04,
2024-02-29,25.07,35.7,8.9,9.11,0.06,
2024-03-01,29.56,34,26.4,9.69,0.76,
2024-03-02,24.36,32.6,15.6,10.5,1.19,
2024-03-03,14.22,22.7,1.8,10.68,0.06,
2024-03-04,13.22,17.2,4.9,10.73,0.08,
2024-03-05,17.21,26.3,5.1,11.05,0.43,
2024-03-06,26.73,32.7,20.6,11.37,0.4,
2024-03-07,20.35,33.5,9,11.27,0,
2024-03-08,11.71,31,-7.6,11.33,0.01,
2024-03-09,11.87,35.5,-8.1,11.39,0,
2024-03-10,21.63,44.5,-3.7,11.49,0,
2024-03-11,27.91,42.3,13.3,11.49,0,
2024-03-12,32.65,39.2,26.8,11.43,0.09,
2024-03-13,25.78,34.9,15.5,11.47,0.01,
2024-03-14,29.78,40.5,21.6,11.37,0,
2024-03-15,26.8,46.4,7.4,11.35,0,
2024-03-16,30.67,51.3,9.5,11.4,0,
2024-03-17,33.91,53.2,18.4,11.52,0,
2024-03-18,34,52,13,11.4775,0,"min, max, and avg temp taken from GHCN Jackson Lake, SWE interpolated from 3-17 to 3-20"
2024-03-19,32,51,12,11.435,0,"min, max, and avg temp taken from GHCN Jackson Lake, SWE interpolated from 3-17 to 3-20"
2024-03-20,31,49,12,11.3925,0,"min, max, and avg temp taken from GHCN Jackson Lake, SWE interpolated from 3-17 to 3-20"
2024-03-21,32.86,45,23.9,11.35,0.23,
2024-03-22,34.14,45,25.2,11.34,0,
2024-03-23,34.92,43.2,28,11.5,0.18,
2024-03-24,28.31,31.7,20.6,11.43,0.1,
2024-03-25,19.82,31.9,6.3,11.61,0.09,
2024-03-26,19.89,34.3,2.7,11.61,0.03,
2024-03-27,28.32,36.9,20.4,11.63,0.12,
2024-03-28,30.33,34.5,27.2,11.87,0.25,
2024-03-29,26.69,39.2,12.2,12.07,0,
2024-03-30,24.2,36,10.9,12.13,0.08,
2024-03-31,30.02,36.2,26,12.64,0.58,
2024-04-01,30.25,42.4,20.1,12.86,0.05,
2024-04-02,29.58,48.5,12.3,12.94,0,
2024-04-03,34.57,54,16.6,13.13,0,
2024-04-04,37.91,55.2,24.7,12.71,0,
2024-04-05,37.64,55.2,26.9,12.45,0.16,
2024-04-06,26.44,30.7,22.1,12.46,0.02,
2024-04-07,28.95,36,22.6,12.42,0.03,
2024-04-08,28.96,36,22.9,12.26,0.03,
2024-04-09,31.46,43.3,20.8,11.95,0,
2024-04-10,35.69,45.7,26.4,11.59,0.01,
2024-04-11,33.64,51.7,18.2,11.18,0,
2024-04-12,40.23,61.4,23.9,10.68,0,
2024-04-13,41.3,63,24.2,10.23,0,
2024-04-14,40.79,61.2,23.1,9.63,0,
2024-04-15,39.13,49,30.7,9.33,0.11,
2024-04-16,37.74,48.4,28.5,9.04,0.04,
2024-04-17,29.94,39.5,20.3,8.92,0.14,
2024-04-18,23.21,39.8,7,8.95,0,
2024-04-19,28.77,46.6,13.2,8.69,0,
2024-04-20,32.29,49.3,16.5,8.51,0,
2024-04-21,38.12,56.2,19.7,8.16,0,
2024-04-22,39.58,52.3,26,7.79,0,
2024-04-23,38.19,60,19.7,7.11,0,
2024-04-24,40.33,60.8,23.3,6.48,0,
2024-04-25,39.5,51.4,32.4,6.09,0.03,
2024-04-26,38.94,50.1,30.6,5.33,0.24,
2024-04-27,39.59,48.3,34.2,4.93,0.09,
2024-04-28,37.78,47.7,31.2,4.23,0.02,
2024-04-29,34.74,45.2,25.9,3.91,0.13,
2024-04-30,32.87,40.9,27.1,3.69,0.07,
2024-05-01,27.55,32.2,23.8,3.73,0.15,
2024-05-02,29.35,40.4,17.1,3.59,0.01,
2024-05-03,33.01,41.5,27.1,3.46,0.12,
2024-05-04,37.12,56.7,19.6,2.49,0,
2024-05-05,40.63,48.1,32.6,2.16,0.63,
2024-05-06,33.46,38.9,30.8,1.88,0.08,
2024-05-07,31.66,36.2,28.9,1.75,0.12,
2024-05-08,35.07,42.2,28.7,1.33,0,
2024-05-09,40.19,53.4,28.5,0.19,0,
2024-05-10,42.64,59.6,29.4,0.12,0,
2024-05-11,44.68,64.2,27.6,0.11,0,
2024-05-12,47.31,65.8,29.6,0.09,0,
2024-05-13,46.16,63.5,32.6,0.09,0.06,
2024-05-14,40.96,47.1,34.7,0.26,0.32,
2024-05-15,43.35,58.7,31.2,0.09,0,
2024-05-16,48.4,64.4,31.6,0.06,0,
2024-05-17,50.39,58.4,34.8,0.06,0,
2024-05-18,43.8,58.4,27.6,0.08,0,
2024-05-19,44.93,50.8,30.7,0.09,0,
2024-05-20,36.41,46.4,25,0.17,0,
2024-05-21,38.4,47.2,31.7,0.09,0,
2024-05-22,38.15,45.4,28.9,0.19,0.28,
2024-05-23,32.57,39.6,27.6,0.19,0.13,
2024-05-24,40.97,53.5,29.2,0.1,0,
2024-05-25,41.42,50.5,31,0.16,0.03,
2024-05-26,46.47,55.2,38,0.09,0,
2024-05-27,48.67,64,34.3,0.07,0,
2024-05-28,51.77,70.8,30.1,0.04,0,
2024-05-29,48.94,55.8,41.7,0.07,0.1,
2024-05-30,44.01,54,34.1,0.06,0,
2024-05-31,44.4,60.3,28.2,0.07,0,
2024-06-01,49.46,66.5,30.1,0.06,0,
2024-06-02,55.25,62,44.2,0.06,0.01,
2024-06-03,51.6,56.9,48.6,0.06,0.35,
2024-06-04,53.65,61.7,44,0.05,0.01,
2024-06-05,58.43,70.9,42.2,0.03,0,
2024-06-06,58.55,76.4,39.9,-0.02,0,
2024-06-07,57.97,76.6,43.4,0.04,0.09,
2024-06-08,58.62,75.1,43,-0.01,0.03,
2024-06-09,57.64,76.1,44.4,0.02,0.16,
2024-06-10,56.96,68.7,45.4,0.01,0,
2024-06-11,58.04,72.6,39.9,-0.01,0,
2024-06-12,63.58,74.8,43.7,0,0,
2024-06-13,59.63,79.1,38.7,0.01,0,
2024-06-14,64.18,76.5,51.3,0,0,
2024-06-15,59.19,68.2,46.4,0.01,0,
2024-06-16,54.77,63.6,48.1,0.03,0,
2024-06-17,45.41,53.4,32.2,0.06,0.04,
2024-06-18,40.23,52.6,31.1,0.03,0.01,
2024-06-19,46.33,65.5,27.2,0.06,0,
2024-06-20,54.17,73.1,32.5,0.06,0,
2024-06-21,61.41,75.7,45.2,0.05,0,
2024-06-22,61.42,78.6,41.5,0.04,0,
2024-06-23,64.6,82.4,43.2,0,0,
2024-06-24,64.54,78.7,45.1,0.02,0,
2024-06-25,62.13,80.6,41.9,0.01,0,
2024-06-26,60.91,74.2,46,0.03,0,
2024-06-27,62.94,69.4,49.9,0.04,0,
2024-06-28,53.02,66.5,34.3,0.08,0,
2024-06-29,58.02,78.4,36.9,0.06,0,
2024-06-30,65.19,82.2,46.8,0.02,0,
2024-07-01,54.92,65.1,43.2,0.04,0.48,
2024-07-02,52.52,65.4,42.3,0.04,0.04,
2024-07-03,51.26,63,36.5,0.04,0,
2024-07-04,51.84,66.4,35.4,0.04,0,
2024-07-05,55.31,72.2,36.3,0.02,0,
2024-07-06,57.44,73,38.5,0.03,0,
2024-07-07,58.59,73,42.2,0.02,0,
2024-07-08,59.84,79.3,40.3,0.01,0,
2024-07-09,63.53,84.1,43.2,0.01,0,
2024-07-10,66.36,87.4,46.2,-0.03,0,
2024-07-11,67.26,86.7,46.3,-0.03,0,
2024-07-12,67.08,87.3,46.3,-0.02,0,
2024-07-13,66.38,86.8,45,-0.02,0,
2024-07-14,62.4,81.8,48.2,0.01,0,
2024-07-15,62.03,77,51.1,-0.02,0.01,
2024-07-16,62.29,80.8,48,0.02,0,
2024-07-17,61.35,82.4,43.7,-0.02,0,
2024-07-18,65.79,85.7,46.2,-0.05,0.03,
2024-07-19,65.94,85.2,47.3,-0.04,0.02,
2024-07-20,64.16,81,48,-0.04,0,
2024-07-21,62.74,80.9,44.3,0,0,
2024-07-22,64.18,85.1,45.8,-0.05,0,
2024-07-23,66.93,86.3,48.6,-0.04,0,
2024-07-24,67.17,88.8,47.5,-0.06,0,
2024-07-25,66.51,81.1,53.4,-0.06,0.02,
2024-07-26,64.23,76.5,50.7,-0.02,0,
2024-07-27,56.17,72.3,41.2,-0.01,0.04,
2024-07-28,58.13,74.8,42.1,-0.02,0,
2024-07-29,59.84,78,41.5,-0.03,0,
2024-07-30,55.9,69.9,42.7,0,0.02,
2024-07-31,59.08,77.2,41.6,-0.03,0,
2024-08-01,63.32,87,40.5,0.01,0,
2024-08-02,66.39,89.1,43.4,-0.06,0,
2024-08-03,68.34,88.2,46.3,-0.07,0,
2024-08-04,67.47,79.8,54.3,-0.04,0,
2024-08-05,66.25,86.3,46.1,-0.08,0,
2024-08-06,66.14,83.4,48.3,-0.09,0,
2024-08-07,62.53,78.8,44.8,-0.04,0,
2024-08-08,62.69,75.9,51.4,-0.03,0,
2024-08-09,63.64,74.3,54.7,-0.03,0,
2024-08-10,59.06,70,48.1,-0.01,0.02,
2024-08-11,60.09,75.6,45.1,-0.01,0,
2024-08-12,60.48,75.3,51.5,-0.04,0.04,
2024-08-13,52.84,61.3,44.5,-0.02,0.25,
2024-08-14,51.16,67.6,40.9,-0.02,0,
2024-08-15,52.55,74.6,36.6,-0.01,0.03,
2024-08-16,58.32,75.8,43,-0.04,0,
2024-08-17,60.6,82.2,39.2,-0.08,0,
2024-08-18,63.49,83.1,48.1,-0.07,0.33,
2024-08-19,59.71,75.4,49.6,-0.07,0.08,
2024-08-20,64.19,82.2,46.1,-0.09,0.01,
2024-08-21,59.59,76.5,41.8,-0.07,0,
2024-08-22,59.38,80.6,36.9,-0.05,0,
2024-08-23,60.42,76.6,46.3,-0.07,0,
2024-08-24,59.03,76,42,-0.05,0,
2024-08-25,55.94,71.8,44.4,-0.07,0.02,
2024-08-26,50.77,65.9,41.9,-0.07,0.08,
2024-08-27,55.06,74.5,35.6,-0.05,0,
2024-08-28,58.27,66,41.7,-0.09,0,
2024-08-29,50.27,72.5,29.8,-0.03,0,
2024-08-30,55.24,79.2,34.9,-0.06,0,
2024-08-31,59.24,86.8,35.3,-0.02,0,
2024-09-01,61.49,84.1,40.4,-0.08,0,
2024-09-02,59.12,81.3,38.3,-0.06,0,
2024-09-03,57.6,70.4,47,-0.04,0.19,
2024-09-04,53.77,71.5,38.5,-0.05,0,
2024-09-05,55.87,78.4,38.7,-0.02,0.01,
2024-09-06,57.25,80.3,38,-0.08,0,
2024-09-07,56.89,81.4,36,-0.08,0,
2024-09-08,56.41,81.6,37.2,-0.06,0,
2024-09-09,56.94,77.2,38.7,-0.07,0,
2024-09-10,57.07,77.2,37,-0.05,0,
2024-09-11,53.44,63.8,45.6,-0.04,0.63,
2024-09-12,44.65,49.9,40.3,-0.04,0.11,
2024-09-13,47.06,59.8,39.1,-0.08,0.01,
2024-09-14,47.5,70,31.2,-0.07,0,
2024-09-15,53.08,75.5,33.1,-0.04,0,
2024-09-16,56.4,70.3,42.6,-0.1,0.01,
2024-09-17,41.23,47.1,37.5,-0.03,0.76,
2024-09-18,43.9,48.2,38.8,-0.05,0.39,
2024-09-19,46.63,62.3,37.8,-0.09,0,
2024-09-20,47.29,64,33.4,-0.04,0,
2024-09-21,49.47,67.2,34.1,-0.06,0,
2024-09-22,48.28,68.8,32.3,-0.11,0,
2024-09-23,46.92,64.3,33.1,-0.08,0,
2024-09-24,50.89,76.9,34.3,-0.04,0,
2024-09-25,55.66,79,37,-0.07,0,
2024-09-26,53.55,72.4,36.4,-0.05,0,
2024-09-27,51.45,80.4,32.4,-0.06,0,
2024-09-28,52.06,79,33.6,-0.08,0,
2024-09-29,56.46,76.7,35.2,-0.03,0,
2024-09-30,51.77,62.1,36.4,-0.13,0,
